Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1994, 1995]	дорсет	Q23159	Дорсет	P131	административно-территориальная единица	Юго-Западная Англия	0	0	1994-04-01	0	0
2002	дуран	Q1120810	Дуран	P571	дата основания/создания/возникновения	0	0	1902-10-16	0	0	0
[1933, 1937]	дарра	Q1272920	Дарре	P138	названо в честь	Генрих Луи д’Арре	0	0	1935-01-01	0	0
[1958, 1968]	дергунова	Q4158740	Дергунова, Ольга Константиновна	P569	дата рождения	0	0	1965-05-15	0	0	0
[1927, 1931]	добруш	Q955474	Добруш	P131	административно-территориальная единица	Гомельская область	0	0	1927-01-01	1935-01-01	0
[1927, 1931]	добруш	Q955474	Добруш	P131	административно-территориальная единица	Добрушский район	0	0	1926-01-01	1927-01-01	0
1944	д'ор	Q15720364	Иосиф Лейбович Оршер	P570	дата смерти	0	0	1942-02-19	0	0	0
[1961, 1968]	дашичев	Q11287304	Дашичев, Иван Фёдорович	P570	дата смерти	0	0	1963-04-24	0	0	0
[1938, 1941]	даниела	Q355495	Даниэлу, Жан	P793	ключевое событие	рукоположение	0	0	0	0	1938-08-20
[1944, 1945]	даниела	Q355495	Даниэлу, Жан	P512	учёная степень	доктор философии	0	0	0	0	1944-01-01
1973	даниела	Q355495	Даниэлу, Жан	P463	участник организации или клуба	Французская академия	0	0	1972-11-09	0	0
1929	дюшамбе	Q9365	Душанбе	P1376	является столицей	Таджикская Советская Социалистическая Республика	0	0	1929-10-16	1991-12-26	0
1929	дюшамбе	Q9365	Душанбе	P138	названо в честь	Иосиф Виссарионович Сталин	0	0	1929-10-16	1961-11-09	0
1929	дюшамбе	Q9365	Душанбе	P131	административно-территориальная единица	Таджикская Автономная Социалистическая Советская Республика	0	0	1924-10-14	1929-10-15	0
1929	дюшамбе	Q9365	Душанбе	P131	административно-территориальная единица	Таджикская Советская Социалистическая Республика	0	0	1929-10-16	1991-12-26	0
[1923, 1932]	дюшамбе	Q9365	Душанбе	P131	административно-территориальная единица	Бухарская народная советская республика	0	0	1920-10-08	1924-10-13	0
[1997, 2004]	дорлиак	Q274855	Дорлиак, Нина Львовна	P570	дата смерти	0	0	1998-05-17	0	0	0
1942	дисна	Q651555	Дисна	P36	столица	Дисненский район	0	0	1940-01-15	1959-10-02	0
1942	дисна	Q651555	Дисна	P131	административно-территориальная единица	Дисненский район	0	0	1940-01-15	1959-10-02	0
2009	дисна	Q651555	Дисна	P131	административно-территориальная единица	Миорский район	0	0	1959-10-03	0	0
[1968, 1976]	дса	Q385873	Движение сопротивления африканеров	P571	дата основания/создания/возникновения	0	0	1973-07-07	0	0	0
[1961, 1965]	джуба	Q2718479	Джуба	P571	дата основания/создания/возникновения	0	0	1962-01-01	0	0	0
[1961, 1965]	джуба	Q2718479	Джуба	P1619	дата официального открытия	0	0	1962-01-01	0	0	0
[1932, 1933]	деопик	Q4158529	Деопик, Дега Витальевич	P569	дата рождения	0	0	1932-11-09	0	0	0
1991	дальнегорск	Q7054	Дальнегорск	P31	это частный случай понятия	город	0	0	1989-09-22	0	0
1929	данья	Q241543	Даньё	P31	это частный случай понятия	коммуна Франции	0	0	1829-01-01	0	0
[1997, 2002]	дафни	Q5208360	Дафни	P571	дата основания/создания/возникновения	0	0	2000-01-01	0	0	0
[1997, 2002]	дафни	Q5208360	Дафни	P1619	дата официального открытия	0	0	2000-11-16	0	0	0
[2005, 2008]	дорохово	Q4167025	Дорохово	P131	административно-территориальная единица	Филиппковское сельское поселение	0	0	2005-01-01	0	0
[1969, 1970]	деммень	Q4157618	Деммени, Евгений Сергеевич	P570	дата смерти	0	0	1969-01-23	0	0	0
[2000, 2001]	дьюк	Q17322261	Дьюк	P569	дата рождения	0	0	2000-01-01	0	0	0
1934	десса	Q1444072	Дессе, Жозеф Мари	P570	дата смерти	0	0	1834-10-26	0	0	0
1960	дриль	Q4168200	Дриль, Дмитрий Андреевич	P570	дата смерти	0	0	1910-11-01	0	0	0
[1923, 1926]	докшицы	Q954618	Докшицы	P131	административно-территориальная единица	Докшицкий район	0	0	1924-01-01	0	0
1933	добрович	Q4163554	Добрович, Анатолий Борисович	P569	дата рождения	0	0	1933-01-01	0	0	0
[2006, 2007]	давыдово	Q4153867	Давыдово	P131	административно-территориальная единица	Сельское поселение Домшинское	0	0	2006-01-01	0	0
2001	дедович	Q989537	Дедовичи	P571	дата основания/создания/возникновения	0	0	1901-01-01	0	0	0
1981	дуган	Q432345	(2772) Дуган	P575	дата открытия	0	0	1979-12-14	0	0	0
1925	долгуша	Q4164762	Долгуша	P131	административно-территориальная единица	Задонский уезд	0	0	1923-01-04	1928-07-29	0
1929	долгуша	Q4164762	Долгуша	P131	административно-территориальная единица	Долгушинский сельсовет	0	0	1928-07-30	0	0
1942	дюлак	Q275597	Дюлак, Жермен	P570	дата смерти	0	0	1942-07-20	0	0	0
[2001, 2003]	дацюк	Q381413	Павел Валерьевич Дацюк	P118	выступает в лиге	Национальная хоккейная лига	0	0	2001-01-01	2016-01-01	0
[2001, 2003]	дацюк	Q381413	Павел Валерьевич Дацюк	P166	полученные награды	Кубок Стэнли	0	0	0	0	2002-01-01
[1990, 1991]	дринфельд	Q369561	Владимир Дринфельд	P166	полученные награды	Филдсовская премия	0	0	0	0	1990-01-01
[1953, 1957]	дринфельд	Q369561	Владимир Дринфельд	P569	дата рождения	0	0	1954-02-14	0	0	0
1994	дринфельд	Q369561	Владимир Дринфельд	P463	участник организации или клуба	Национальная академия наук Украины	0	0	1992-01-01	0	0
[1965, 1970]	дринфельд	Q369561	Владимир Дринфельд	P1344	участвовал в	Международная математическая олимпиада	0	0	0	0	1969-01-01
[1959, 1960]	джерманетто	Q1526144	Джерманетто, Джованни	P570	дата смерти	0	0	1959-10-07	0	0	0
2005	дятлово	Q16020584	Дятлово	P131	административно-территориальная единица	Сельское поселение Степаньковское	0	0	2005-02-28	0	0
