Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1955, 1967]	дикс	Q675009	Гидрокомплекс Клезон-Диксенс	P1619	дата официального открытия	0	0	1961-01-01	0	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Уганда	0	0	1962-10-09	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Новая Зеландия	0	0	1953-11-10	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Объединённые Арабские Эмираты	0	0	1972-05-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Замбия	0	0	1964-10-24	0	0
[1991, 1992]	дойчланд	Q183	Германия	P463	участник организации или клуба	Веймарский треугольник	0	0	1991-08-28	0	0
[1961, 1975]	дойчланд	Q183	Германия	P463	участник организации или клуба	Организация по безопасности и сотрудничеству в Европе	0	0	1973-06-25	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Индонезия	0	0	1952-01-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Международное агентство по атомной энергии	0	0	1957-10-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Европейский союз	0	0	1957-03-25	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Китайская Народная Республика	0	0	1972-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P463	участник организации или клуба	Европейская южная обсерватория	0	0	1962-01-01	0	0
[1994, 1996]	дойчланд	Q183	Германия	P35	глава государства	Роман Херцог	0	0	1994-07-01	1999-06-30	0
1968	дойчланд	Q183	Германия	P463	участник организации или клуба	Азиатский банк развития	0	0	1966-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P463	участник организации или клуба	Всемирная организация интеллектуальной собственности	0	0	1970-09-19	0	0
[1982, 1985]	дойчланд	Q183	Германия	P6	глава правительства	Гельмут Шмидт	0	0	1974-05-16	1982-10-01	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Европейская конвенция о защите прав человека и основных свобод	0	0	1953-09-03	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Австралия	0	0	1952-01-01	0	0
1968	дойчланд	Q183	Германия	P6	глава правительства	Людвиг Эрхард	0	0	1963-10-17	1966-11-30	0
[1961, 1975]	дойчланд	Q183	Германия	P6	глава правительства	Вальтер Шеель	0	0	1974-05-07	1974-05-16	0
1969	дойчланд	Q183	Германия	P6	глава правительства	Вилли Брандт	0	0	1969-10-22	1974-05-07	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Бангладеш	0	0	1972-01-01	0	0
[1982, 1985]	дойчланд	Q183	Германия	P35	глава государства	Карл Карстенс	0	0	1979-07-01	1984-06-30	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Международный банк реконструкции и развития	0	0	1952-08-14	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Иран	0	0	1952-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Нигер	0	0	1962-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Бурунди	0	0	1962-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P463	участник организации или клуба	Организация Объединённых Наций	0	0	1973-09-18	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	США	0	0	1955-01-01	0	0
1969	дойчланд	Q183	Германия	P35	глава государства	Генрих Любке	0	0	1959-09-13	1969-06-30	0
[1991, 1992]	дойчланд	Q183	Германия	P530	дипломатические отношения	Узбекистан	0	0	1991-12-31	0	0
[1994, 1996]	дойчланд	Q183	Германия	P35	глава государства	Рихард фон Вайцзеккер	0	0	1984-07-01	1994-06-30	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Венгрия	0	0	1973-12-21	0	0
[2004, 2005]	дойчланд	Q183	Германия	P35	глава государства	Йоханнес Рау	0	0	1999-07-01	2004-06-30	0
[1961, 1975]	дойчланд	Q183	Германия	P6	глава правительства	Конрад Аденауэр	0	0	1949-09-20	1963-10-11	0
1968	дойчланд	Q183	Германия	P6	глава правительства	Курт Георг Кизингер	0	0	1966-12-01	1969-10-21	0
[1982, 1985]	дойчланд	Q183	Германия	P6	глава правительства	Гельмут Коль	0	0	1982-10-04	1998-10-26	0
[1982, 1985]	дойчланд	Q183	Германия	P530	дипломатические отношения	Белиз	0	0	1982-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Израиль	0	0	1965-05-12	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Гамбия	0	0	1965-02-18	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Египет	0	0	1957-12-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Международный валютный фонд	0	0	1952-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P463	участник организации или клуба	Организация экономического сотрудничества и развития	0	0	1961-09-27	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Международная финансовая корпорация	0	0	1956-07-20	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Всемирная метеорологическая организация	0	0	1954-06-10	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Международная организация гражданской авиации	0	0	1956-01-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Всемирный банк	0	0	1952-08-14	0	0
1969	дойчланд	Q183	Германия	P463	участник организации или клуба	Международный центр по урегулированию инвестиционных споров	0	0	1969-05-18	0	0
[1994, 1996]	дойчланд	Q183	Германия	P463	участник организации или клуба	Рамочная конвенция ООН об изменении климата	0	0	1994-03-21	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Мальта	0	0	1965-01-01	0	0
[1991, 1992]	дойчланд	Q183	Германия	P793	ключевое событие	Договор об окончательном урегулировании в отношении Германии	0	0	1991-03-15	0	0
1969	дойчланд	Q183	Германия	P530	дипломатические отношения	Афганистан	0	0	1919-01-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Марокко	0	0	1956-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Чехословакия	0	0	1973-01-01	1992-12-31	0
[1994, 1996]	дойчланд	Q183	Германия	P36	столица	Берлин	0	0	1994-05-07	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Гана	0	0	1957-01-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Мексика	0	0	1952-04-16	0	0
[1991, 1992]	дойчланд	Q183	Германия	P1365	заменил	Германский рейх	0	0	0	0	1991-03-15
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	ГДР	0	0	1973-06-21	1990-10-03	0
[1952, 1959]	дойчланд	Q183	Германия	P530	дипломатические отношения	Республика Корея	0	0	1955-12-01	0	0
[1994, 1996]	дойчланд	Q183	Германия	P530	дипломатические отношения	Андорра	0	0	1994-01-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P47	имеет границы с	Саар	0	0	1947-01-01	1956-12-31	0
1968	дойчланд	Q183	Германия	P47	имеет границы с	Чехословакия	0	0	1918-10-28	1992-12-31	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Финляндия	0	0	1973-01-07	0	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Кения	0	0	1963-01-01	0	0
[2004, 2005]	дойчланд	Q183	Германия	P35	глава государства	Хорст Кёлер	0	0	2004-07-01	2010-05-31	0
1969	дойчланд	Q183	Германия	P35	глава государства	Густав Хайнеман	0	0	1969-07-01	1974-06-30	0
[1961, 1975]	дойчланд	Q183	Германия	P35	глава государства	Вальтер Шеель	0	0	1974-07-01	1979-06-30	0
[1961, 1975]	дойчланд	Q183	Германия	P530	дипломатические отношения	Монголия	0	0	1974-01-01	0	0
[1961, 1975]	дойчланд	Q183	Германия	P793	ключевое событие	Летние Олимпийские игры 1972	0	0	1972-08-26	1972-09-11	0
[1961, 1975]	дойчланд	Q183	Германия	P793	ключевое событие	Берлинская стена	0	0	1961-08-13	1989-10-09	0
[1994, 1996]	дойчланд	Q183	Германия	P793	ключевое событие	Югославская война	0	0	1995-12-01	2012-09-28	0
[1952, 1959]	дойчланд	Q183	Германия	P793	ключевое событие	Occupation statute	0	0	1949-05-12	1955-05-05	0
[1961, 1975]	дойчланд	Q183	Германия	P793	ключевое событие	Основополагающий договор между ГДР и ФРГ	0	0	1973-06-21	1990-10-03	0
[1994, 1996]	дойчланд	Q183	Германия	P463	участник организации или клуба	Всемирная торговая организация	0	0	1995-01-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Организация Североатлантического договора	0	0	1955-05-09	0	0
[1961, 1975]	дойчланд	Q183	Германия	P793	ключевое событие	Élysée Treaty	0	0	1963-01-22	0	0
1969	дойчланд	Q183	Германия	P463	участник организации или клуба	Международная организация труда	0	0	1919-01-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Западноевропейский союз	0	0	1954-01-01	2011-01-01	0
2008	дойчланд	Q183	Германия	P793	ключевое событие	Римские договоры	0	0	1958-01-01	0	0
[1952, 1959]	дойчланд	Q183	Германия	P463	участник организации или клуба	Европейское сообщество по атомной энергии	0	0	1957-03-25	2009-12-01	0
[1952, 1959]	дойчланд	Q183	Германия	P793	ключевое событие	Саар	0	0	1957-01-01	0	0
[2004, 2005]	дьяковый	Q550827	Дьяково	P131	административно-территориальная единица	Богдановщинское сельское поселение	0	0	2004-12-02	0	0
[1976, 1982]	джамахирия	Q386751	Джамахирия	P571	дата основания/создания/возникновения	0	0	1977-03-02	0	0	0
[1955, 1957]	днд	Q4163590	Добровольная народная дружина	P571	дата основания/создания/возникновения	0	0	1955-01-01	0	0	0
2008	джорджтаун	Q61092	Джорджтаун	P1435	статус наследия	всемирное наследие	0	0	2008-01-01	0	0
[1981, 1988]	дерг	Q828005	Временный военно-административный совет	P576	дата прекращения существования	0	0	1987-01-01	0	0	0
[2004, 2007]	драчка	Q15341741	Драчки	P131	административно-территориальная единица	Чеглаковское сельское поселение	0	0	2006-01-01	0	0
1993	джокер	Q4160385	Джокер	P577	дата публикации	0	0	1991-01-01	0	0	0
[2007, 2009]	джокер	Q7743454	Джокер	P577	дата публикации	0	0	2008-01-01	0	0	0
1940	джорджио	Q3779253	Джорджио, Гвидо Де	P569	дата рождения	0	0	1890-10-03	0	0	0
[1986, 1995]	диснейленд	Q206521	Диснейленд	P1619	дата официального открытия	0	0	1992-04-12	0	0	0
[1986, 1995]	диснейленд	Q2313567	Диснейленд	P571	дата основания/создания/возникновения	0	0	1992-04-12	0	0	0
2007	диснейленд	Q2114035	Диснейленд	P1619	дата официального открытия	0	0	2005-08-01	0	0	0
[1971, 1973]	дьер	Q134494	Дьёр	P31	это частный случай понятия	Q1175522	0	0	1971-04-25	1990-09-22	0
[1949, 1951]	джилл	Q86944	Гилла	P569	дата рождения	0	0	1950-02-27	0	0	0
1992	дигора	Q135275	Дигора	P17	государство	Россия	0	0	1991-12-25	0	0
[1985, 1987]	джала	Q22912140	Джала	P569	дата рождения	0	0	1986-10-16	0	0	0
1946	дрю	Q61478	Дрю	P571	дата основания/создания/возникновения	0	0	1846-11-26	0	0	0
[1987, 1988]	девич	Q314229	Марко Девич	P569	дата рождения	0	0	1987-10-27	0	0	0
[2006, 2007]	дьяконица	Q4171850	Дьяконица	P131	административно-территориальная единица	Сельское поселение Домшинское	0	0	2006-01-01	0	0
1924	дальревком	Q4154332	Дальревком	P159	расположение штаб-квартиры	Хабаровск	0	0	0	0	1923-01-01
[1923, 1927]	дальревком	Q4154332	Дальревком	P576	дата прекращения существования	0	0	1926-03-15	0	0	0
1924	дальревком	Q4154332	Дальревком	P159	расположение штаб-квартиры	Чита	0	0	0	0	1922-01-01
1924	дальревком	Q4154332	Дальревком	P571	дата основания/создания/возникновения	0	0	1922-11-14	0	0	0
[1989, 1993]	дэт	Q483251	дэт-метал	P571	дата основания/создания/возникновения	0	0	1991-01-01	0	0	0
1926	дюмезиль	Q310590	Дюмезиль, Жорж	P512	учёная степень	доктор филологических наук	0	0	0	0	1924-01-01
[1985, 1991]	дюмезиль	Q310590	Дюмезиль, Жорж	P570	дата смерти	0	0	1986-10-11	0	0	0
[1955, 1960]	дюмезиль	Q310590	Дюмезиль, Жорж	P166	полученные награды	почётный доктор Уппсальского университета	0	0	0	0	1955-01-01
[1948, 1951]	джокьякарта	Q3741	Джокьякарта	P571	дата основания/создания/возникновения	0	0	1950-03-04	0	0	0
[1945, 1946]	джокьякарта	Q2114397	Джокьякарта	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1948, 1951]	джокьякарта	Q7568	Джокьякарта	P1376	является столицей	Джокьякарта	0	0	1950-03-04	0	0
[1948, 1951]	джокьякарта	Q7568	Джокьякарта	P1376	является столицей	Индонезия	0	0	1946-01-04	1948-12-22	0
2000	добрынинский	Q1233589	Добрынинская	P571	дата основания/создания/возникновения	0	0	1950-01-01	0	0	0
2000	добрынинский	Q1233589	Добрынинская	P1619	дата официального открытия	0	0	1950-01-01	0	0	0
[2001, 2007]	девятаев	Q620935	Девятаев, Михаил Петрович	P570	дата смерти	0	0	2002-11-24	0	0	0
1999	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	орден «За заслуги перед Отечеством» II степени	0	0	0	0	1999-09-25
[1978, 1981]	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	орден Ленина	0	0	0	0	1979-10-26
1999	доллежалить	Q443708	Николай Антонович Доллежаль	P569	дата рождения	0	0	1899-10-27	0	0	0
[1970, 1972]	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	Государственная премия СССР	0	0	0	0	1970-01-01
1999	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	Сталинская премия	0	0	0	0	1949-01-01
1999	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	орден Ленина	0	0	0	0	1949-10-29
1999	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1949-10-29
1999	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1949-10-29
[1956, 1961]	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	орден Ленина	0	0	0	0	1956-10-11
[1956, 1961]	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	орден Ленина	0	0	0	0	1959-07-23
[1956, 1961]	доллежалить	Q443708	Николай Антонович Доллежаль	P166	полученные награды	Ленинская премия	0	0	0	0	1957-01-01
2005	димон	Q152396	Димона	P571	дата основания/создания/возникновения	0	0	1955-01-01	0	0	0
1942	дейт	Q93008	Дейт, Кристофер	P569	дата рождения	0	0	1941-01-01	0	0	0
[1949, 1952]	джайпур	Q66485	Джайпур	P131	административно-территориальная единица	Дхундхар	0	0	1727-01-01	1949-03-29	0
[1949, 1952]	джайпур	Q66485	Джайпур	P131	административно-территориальная единица	Джайпур	0	0	1949-05-15	0	0
[1949, 1952]	джайпур	Q1134770	Джайпур	P131	административно-территориальная единица	Раджастхан	0	0	1949-03-30	0	0
[1989, 1994]	дзауджикау	Q5239	Владикавказ	P138	названо в честь	Григорий Константинович Орджоникидзе	0	0	1954-01-01	1990-01-01	0
[1989, 1994]	дзауджикау	Q5239	Владикавказ	P131	административно-территориальная единица	Республика Северная Осетия-Алания	0	0	1993-11-09	2010-01-01	0
[1989, 1994]	дзауджикау	Q5239	Владикавказ	P131	административно-территориальная единица	Северо-Осетинская АССР	0	0	1936-12-05	1993-11-09	0
[1989, 1994]	дзауджикау	Q5239	Владикавказ	P17	государство	Россия	0	0	1991-12-25	0	0
1945	дзауджикау	Q5239	Владикавказ	P138	названо в честь	Григорий Константинович Орджоникидзе	0	0	1931-01-01	1944-01-01	0
[1989, 1994]	дзауджикау	Q5239	Владикавказ	P17	государство	Российская Социалистическая Федеративная Советская Республика	0	0	1917-01-01	1991-12-25	0
[1956, 1961]	добжанский	Q246731	Феодосий Григорьевич Добжанский	P166	полученные награды	Кимберовская премия по генетике	0	0	0	0	1958-01-01
[1973, 1974]	добжанский	Q246731	Феодосий Григорьевич Добжанский	P166	полученные награды	медаль Франклина	0	0	0	0	1973-01-01
2000	добжанский	Q246731	Феодосий Григорьевич Добжанский	P569	дата рождения	0	0	1900-01-25	0	0	0
[2003, 2005]	домрачева	Q209193	Дарья Владимировна Домрачева	P1532	представляет страну в спорте	Белоруссия	0	0	2004-01-01	0	0
1978	джумаев	Q2339541	Джумаев, Марат Рустамович	P569	дата рождения	0	0	1976-01-12	0	0	0
[1981, 1986]	доватура	Q4163952	Аристид Иванович Доватур	P570	дата смерти	0	0	1982-03-17	0	0	0
[1924, 1926]	дги	Q4314987	Днепровская политехника	P1075	ректор	Лебедев, Николай Иосифович	0	0	1921-01-01	1924-01-01	0
[1960, 1962]	дги	Q1227421	ДГИ	P571	дата основания/создания/возникновения	0	0	1961-01-01	0	0	0
[1924, 1926]	дги	Q4314987	Днепровская политехника	P1075	ректор	Писаржевский, Лев Владимирович	0	0	1924-01-01	1926-01-01	0
1969	дги	Q4314987	Днепровская политехника	P1075	ректор	Лебедев, Николай Иосифович	0	0	1908-01-01	1919-01-01	0
[2006, 2007]	динг	Q15806026	Динг	P577	дата публикации	0	0	2006-02-10	0	0	0
1935	джульбарс	Q4160559	Джульбарс	P577	дата публикации	0	0	1935-01-01	0	0	0
[1971, 1973]	дженнифер	Q15079497	Дженнифер	P577	дата публикации	0	0	1972-01-01	0	0	0
[1985, 1989]	дубравушка	Q16646696	Дубравушка	P571	дата основания/создания/возникновения	0	0	1988-10-19	0	0	0
1991	деспина	Q19454	Деспина	P575	дата открытия	0	0	1989-07-28	0	0	0
[1983, 1984]	диор	Q283504	Диора Бэрд	P569	дата рождения	0	0	1983-04-06	0	0	0
[1954, 1955]	дьяволица	Q739046	Дьяволицы	P166	полученные награды	приз Луи Деллюка	0	0	0	0	1954-01-01
[1954, 1955]	дьяволица	Q739046	Дьяволицы	P577	дата публикации	0	0	1954-01-01	0	0	0
[1988, 1993]	дьяволица	Q1216738	Дьяволица	P577	дата публикации	0	0	1989-01-01	0	0	0
1962	диу	Q2552347	Диу	P131	административно-территориальная единица	Гоа, Даман и Диу	0	0	1961-12-19	1987-05-30	0
1962	диу	Q631849	Диу	P17	государство	колонии Португалии	0	0	1535-01-01	1962-01-01	0
[1986, 1988]	диу	Q2552347	Диу	P131	административно-территориальная единица	Даман и Диу	0	0	1987-05-30	0	0
[2003, 2005]	дяк	Q936015	Дяк, Чиприан	P54	член спортивной команды	Глория	0	0	2004-01-01	2006-01-01	0
[2003, 2005]	дяк	Q936015	Дяк, Чиприан	P54	член спортивной команды	FC Unirea Dej	0	0	2004-01-01	2006-01-01	0
[1939, 1941]	домаша	Q6485986	Домаши	P131	административно-территориальная единица	Жеребковичский сельсовет	0	0	1940-01-01	0	0
[1939, 1941]	домаша	Q6485986	Домаши	P131	административно-территориальная единица	Новогрудское воеводство	0	0	1921-03-18	1939-01-01	0
[1939, 1941]	домаша	Q16698162	Домаши	P131	административно-территориальная единица	Тюрлевский сельсовет	0	0	1940-02-01	0	0
[1939, 1941]	домаша	Q16698162	Домаши	P131	административно-территориальная единица	Q9270899	0	0	1921-01-01	1939-01-01	0
[1956, 1962]	дуванный	Q685724	Гобустан	P131	административно-территориальная единица	Карадагский район	0	0	1956-01-01	0	0
1954	джомолунгма	Q513	Джомолунгма	P793	ключевое событие	первое восхождение	0	0	0	0	1953-05-29
1977	джамалов	Q4159795	Джамалов, Камал Давлятович	P570	дата смерти	0	0	1977-11-08	0	0	0
1951	далянь	Q74881	Далянь	P17	государство	Китайская Народная Республика	0	0	1950-01-01	0	0
1974	джумабай	Q4160571	Джумабаев, Ташмамат	P569	дата рождения	0	0	1924-08-24	0	0	0
[1987, 1993]	делич	Q1787254	Делич	P131	административно-территориальная единица	Лейпциг	0	0	1952-07-25	1990-10-03	0
[2008, 2009]	делич	Q20230	Делич	P576	дата прекращения существования	0	0	2008-08-01	0	0	0
[2008, 2009]	делич	Q12052	Делич	P131	административно-территориальная единица	Делич	0	0	1994-08-01	2008-08-01	0
[2008, 2009]	делич	Q20230	Делич	P131	административно-территориальная единица	Лейпциг	0	0	1994-08-01	2008-08-01	0
[1947, 1949]	делич	Q1803122	Делич	P131	административно-территориальная единица	Саксония-Анхальт	0	0	1947-07-01	1952-07-25	0
[2008, 2009]	делич	Q12052	Делич	P131	административно-территориальная единица	Северная Саксония	0	0	2008-08-01	0	0
[1987, 1993]	делич	Q1787254	Делич	P31	это частный случай понятия	район Германии	0	0	1990-10-03	0	0
[2008, 2009]	делич	Q12052	Делич	P1001	юрисдикция распространяется на	Северная Саксония	0	0	2008-08-01	0	0
[1987, 1993]	делич	Q1787254	Делич	P131	административно-территориальная единица	Лейпциг	0	0	1991-01-01	1994-08-01	0
[1987, 1993]	делич	Q1787254	Делич	P131	административно-территориальная единица	Саксония	0	0	1990-10-03	1990-12-31	0
1936	диманштейн	Q1967232	Диманштейн, Семён Маркович	P569	дата рождения	0	0	1886-03-21	0	0	0
1943	думерг	Q296064	Думерг, Гастон	P39	занимаемая должность	депутат Национального собрания Франции	Гар	0	1893-01-01	1910-01-01	0
1934	думерг	Q296064	Думерг, Гастон	P39	занимаемая должность	председатель Совета министров Франции	0	0	1934-02-09	1934-11-08	0
1931	думерг	Q296064	Думерг, Гастон	P39	занимаемая должность	президент Франции	0	0	1924-06-13	1931-06-13	0
1931	думерг	Q296064	Думерг, Гастон	P39	занимаемая должность	князь Андорры	0	0	1924-06-13	1931-06-13	0
1934	думерг	Q296064	Думерг, Гастон	P39	занимаемая должность	премьер-министр Франции	0	0	1934-02-09	1934-11-08	0
2004	давыдовка	Q4153831	Давыдовка	P131	административно-территориальная единица	Давыдовское городское поселение	0	0	2004-01-01	0	0
[1990, 1991]	дракер	Q84238	Друкер, Питер Фердинанд	P166	полученные награды	почётный доктор Каталонского политехнического университета	0	0	0	0	1990-01-01
2008	дейв	Q2992766	Дэйв	P577	дата публикации	0	0	2006-04-05	0	0	0
[1946, 1950]	данжон	Q141197	(1594) Данжон	P575	дата открытия	0	0	1949-11-23	0	0	0
1952	держинский	Q4158931	Держинская, Ксения Георгиевна	P570	дата смерти	0	0	1951-06-09	0	0	0
[2006, 2008]	данбурит	Q424270	Данбурит	P579	IMA-статус	унаследованный минерал	0	0	2007-03-01	0	0
[2006, 2008]	данбурит	Q424270	Данбурит	P579	IMA-статус	вспомогательный статус: опубликован до 1959 года	0	0	1839-01-01	2007-03-01	0
[1964, 1968]	дэнди	Q5215766	Дэнди	P577	дата публикации	0	0	1966-10-01	0	0	0
[1964, 1968]	дэнди	Q5215760	Дэнди	P577	дата публикации	0	0	1967-01-01	0	0	0
1938	демьянка	Q4157764	Демьянки	P131	административно-территориальная единица	Рассветовский сельсовет	0	0	1938-01-01	0	0
1928	демьянка	Q4157764	Демьянки	P131	административно-территориальная единица	Демьянковский сельсовет	0	0	1926-12-08	1938-12-20	0
1936	дарга	Q63752	Дарга, Клаус	P569	дата рождения	0	0	1934-02-24	0	0	0
[1925, 1928]	долгоруково	Q19638787	Долгоруково	P131	административно-территориальная единица	Рузаевский уезд	0	0	1925-01-01	1928-07-15	0
1992	дьедонне	Q371957	Жан Дьёдонне	P570	дата смерти	0	0	1992-11-29	0	0	0
[1980, 1992]	дидерот	Q1082545	(5351) Дидерот	P575	дата открытия	0	0	1989-09-26	0	0	0
[1992, 1996]	давилка	Q1660446	Давилка	P577	дата публикации	0	0	1995-06-29	0	0	0
[1992, 1996]	давилка	Q1660446	Давилка	P577	дата публикации	0	0	1995-01-01	0	0	0
[1976, 1979]	данькевич	Q4154930	Константин Фёдорович Данькевич	P166	полученные награды	Национальная премия Украины имени Тараса Шевченко	0	0	0	0	1978-01-01
[1975, 1980]	дананг	Q632990	Дананг	P571	дата основания/создания/возникновения	0	0	1976-01-01	0	0	0
1974	даниэла	Q355495	Даниэлу, Жан	P570	дата смерти	0	0	1974-05-20	0	0	0
[1961, 1965]	даниэла	Q355495	Даниэлу, Жан	P39	занимаемая должность	декан	Парижский католический институт	0	1962-01-01	0	0
1974	даниэла	Q355495	Даниэлу, Жан	P463	участник организации или клуба	Французская академия	0	0	1972-11-09	0	0
1993	даниэла	Q355495	Даниэлу, Жан	P512	учёная степень	доктор философии	0	0	0	0	1943-01-01
[1990, 1993]	далтон	Q1748166	Далтон	P569	дата рождения	0	0	1990-02-05	0	0	0
[1991, 1995]	дикси	Q4161561	Дикси	P571	дата основания/создания/возникновения	0	0	1992-01-01	0	0	0
1924	добролет	Q4398243	Российское общество добровольного воздушного флота	P571	дата основания/создания/возникновения	0	0	1923-03-17	0	0	0
[2005, 2007]	дгк	Q4154223	Дальневосточная генерирующая компания	P571	дата основания/создания/возникновения	0	0	2005-01-01	0	0	0
[1945, 1956]	дарджилинг	Q169997	Дарджилинг	P17	государство	Индия	0	0	1947-08-15	0	0
2003	данни	Q310817	Данни	P54	член спортивной команды	Маритиму	0	0	2003-01-01	2004-01-01	0
2003	данни	Q310817	Данни	P54	член спортивной команды	Спортинг	0	0	2002-01-01	2005-01-01	0
2003	данни	Q310817	Данни	P54	член спортивной команды	молодёжная сборная Португалии по футболу	0	0	2003-01-01	2005-01-01	0
[2005, 2006]	данни	Q310817	Данни	P54	член спортивной команды	Динамо (Москва)	0	0	2005-01-01	2008-01-01	0
2003	данни	Q310817	Данни	P54	член спортивной команды	Маритиму	0	0	2001-01-01	2002-01-01	0
1949	дрейпер	Q482888	Дрейпер	P571	дата основания/создания/возникновения	0	0	1849-01-01	0	0	0
2001	девитта	Q545097	Девитт, Брайс	P166	полученные награды	премия Марселя Гроссмана	0	0	0	0	2000-01-01
[1980, 1982]	джурдж	Q193055	Джурджу	P571	дата основания/создания/возникновения	0	0	1981-01-01	0	0	0
2005	давыдково	Q4153715	Давыдково	P131	административно-территориальная единица	Муниципальное образование «Вожбальское»	0	0	2004-12-06	0	0
1931	дися	Q4378138	Приднепровская государственная академия строительства и архитектуры	P571	дата основания/создания/возникновения	0	0	1930-01-01	0	0	0
[1945, 1950]	доихар	Q74296	Доихара, Кэндзи	P570	дата смерти	0	0	1948-12-23	0	0	0
2002	дальнобойщик	Q579628	Дальнобойщики	P577	дата публикации	0	0	2001-01-01	0	0	0
2002	дальнобойщик	Q579628	Дальнобойщики	P580	дата начала	0	0	2001-09-10	0	0	0
[1996, 2003]	данди	Q2357511	Данди	P131	административно-территориальная единица	Шотландия	0	0	1997-01-01	0	0
[1996, 2003]	данди	Q2357511	Данди	P131	административно-территориальная единица	Тейсайд	0	0	1975-01-01	1996-01-01	0
[1989, 1995]	декалог	Q59783	Декалог	P577	дата публикации	0	0	1989-01-01	0	0	0
[1972, 1974]	дрюон	Q223949	Дрюон, Морис	P39	занимаемая должность	министр культуры Франции	0	0	1973-04-05	1974-02-27	0
[1972, 1974]	дрюон	Q223949	Дрюон, Морис	P39	занимаемая должность	президент	Association des lauréats du concours général	0	1967-01-01	1973-01-01	0
[1980, 1981]	дрюон	Q223949	Дрюон, Морис	P39	занимаемая должность	депутат Европейского парламента	0	0	1979-07-17	1980-06-20	0
[1972, 1974]	дрюон	Q223949	Дрюон, Морис	P39	занимаемая должность	президент	Association des lauréats du concours général	0	1983-01-01	1973-01-01	0
