Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[2001, 2003]	гуренко с	Q705929	Гуренко, Сергей Витальевич	P54	член спортивной команды	Реал Сарагоса	0	0	2000-01-01	2001-01-01	0
[2001, 2003]	гуренко с	Q705929	Гуренко, Сергей Витальевич	P54	член спортивной команды	Парма	0	0	2001-01-01	2002-01-01	0
[1969, 1971]	гурия иванович	Q4229619	Комиссаров, Гурий Иванович	P570	дата смерти	0	0	1969-02-25	0	0	0
[2001, 2005]	гурия иванович	Q574605	Гурий Иванович Марчук	P166	полученные награды	Демидовская премия	0	0	0	0	2004-01-01
[2001, 2005]	гурия иванович	Q574605	Гурий Иванович Марчук	P166	полученные награды	Большая золотая медаль имени М. В. Ломоносова	0	0	0	0	2004-01-01
[1983, 1989]	гурия иванович	Q574605	Гурий Иванович Марчук	P166	полученные награды	орден Дружбы	0	0	0	0	1985-06-14
[2004, 2005]	гурия марчук	Q574605	Гурий Иванович Марчук	P166	полученные награды	Демидовская премия	0	0	0	0	2004-01-01
[2004, 2005]	гурия марчук	Q574605	Гурий Иванович Марчук	P166	полученные награды	Большая золотая медаль имени М. В. Ломоносова	0	0	0	0	2004-01-01
[1975, 1976]	гурия николаевич	Q4403905	Савин, Гурий Николаевич	P570	дата смерти	0	0	1975-10-28	0	0	0
[1990, 2001]	гурия тимофеевич	Q4361199	Петровский, Гурий Тимофеевич	P166	полученные награды	Государственная премия Российской Федерации	0	0	0	0	1998-01-01
[1988, 1995]	гурченко л	Q68537	Людмила Марковна Гурченко	P166	полученные награды	Государственная премия Российской Федерации	0	0	0	0	1994-01-01
[1994, 1995]	гурченко людмила	Q68537	Людмила Марковна Гурченко	P166	полученные награды	Государственная премия Российской Федерации	0	0	0	0	1994-01-01
[1956, 1958]	гурьев александр	Q19908608	Гурьев, Александр Анатольевич	P569	дата рождения	0	0	1957-09-23	0	0	0
