Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
1956	глушко п	Q342397	Валентин Петрович Глушко	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1956-04-20
[1983, 1986]	глушко п	Q342397	Валентин Петрович Глушко	P166	полученные награды	Государственная премия СССР	0	0	0	0	1984-01-01
1977	глушко п	Q342397	Валентин Петрович Глушко	P166	полученные награды	орден Ленина	0	0	0	0	1975-09-17
1956	глушко п	Q342397	Валентин Петрович Глушко	P166	полученные награды	орден Ленина	0	0	0	0	1956-04-20
1956	глушко п	Q342397	Валентин Петрович Глушко	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1956-04-20
[1923, 1926]	глушков в	Q93031	Виктор Михайлович Глушков	P569	дата рождения	0	0	1923-08-24	0	0	0
[1993, 1997]	глушков виктор	Q93031	Виктор Михайлович Глушков	P166	полученные награды	Пионер компьютерной техники	0	0	0	0	1996-01-01
1994	глушков николай	Q4140404	Глушков, Николай Николаевич	P570	дата смерти	0	0	1992-01-22	0	0	0
[1934, 1940]	глушковский район	Q2157160	Глушковский район	P131	административно-территориальная единица	Курская область	0	0	1934-06-13	0	0
[1934, 1940]	глушковский район	Q2157160	Глушковский район	P131	административно-территориальная единица	Центрально-Чернозёмная область	0	0	1930-07-23	1934-06-12	0
[1969, 1977]	глущенко н	Q1988563	Глущенко, Николай Петрович	P166	полученные награды	Народный художник СССР	0	0	0	0	1976-01-01
2001	глущенко п	Q1988563	Глущенко, Николай Петрович	P569	дата рождения	0	0	1901-09-17	0	0	0
[1981, 1983]	глядеть веселый	Q52561591	Гляди веселей	P577	дата публикации	0	0	1982-01-01	0	0	0
